policy_id,customer_id,policy_type,base_policy,deductible,annual_premium_eur,policy_start_date,policy_end_date,past_number_of_claims,number_of_cars
POL_05034,CUS_04308,Sedan - Collision,Collision,500,895.15,2023-10-14,2024-10-13,2,2
POL_05035,CUS_04339,Sedan - Liability,Liability,700,462.25,2019-05-01,2020-04-30,more than 4,7
POL_05036,CUS_04543,Sedan - All Perils,All Perils,500,1009.4,2020-05-06,2021-05-06,2,1
POL_05037,CUS_00949,Sedan - Collision,Collision,400,410.0,2018-10-14,2019-10-14,3,3
POL_05038,CUS_05763,Sport - Collision,Collision,500,1200.68,2020-02-16,2021-02-15,3,6
POL_05039,CUS_00778,Utility - All Perils,All Perils,700,253.06,2022-07-27,2023-07-27,3,1
POL_05040,CUS_00221,Utility - Collision,Collision,500,863.04,2021-09-22,2022-09-22,2,6
POL_05041,CUS_00035,Sport - Collision,Collision,400,343.66,2022-10-08,2023-10-08,1,1
POL_05043,CUS_00664,Sedan - Liability,Liability,400,1218.59,2021-04-04,2022-04-04,2,8
POL_05046,CUS_05319,Utility - Collision,Collision,500,843.68,2020-07-31,2021-07-31,4,6
POL_05047,CUS_02758,Sedan - Collision,Collision,500,754.58,2023-04-16,2024-04-15,1,4
POL_05048,CUS_04602,Sedan - All Perils,All Perils,300,466.51,2023-03-01,2024-02-29,none,3
POL_05049,CUS_00664,Sport - Collision,Collision,400,440.92,2020-08-03,2021-08-03,none,6
POL_05050,CUS_02442,Utility - Collision,Collision,400,382.5,2019-09-14,2020-09-13,none,4
POL_05051,CUS_05701,Sport - Liability,Liability,400,590.86,2020-11-01,2021-11-01,none,6
POL_05052,CUS_05568,Utility - Liability,Liability,500,452.37,2023-07-09,2024-07-08,1,8
POL_05053,CUS_05485,Utility - Liability,Liability,400,952.16,2021-05-09,2022-05-09,2,4
POL_05054,CUS_02331,Utility - All Perils,All Perils,500,360.05,2022-05-01,2023-05-01,2,3
POL_05055,CUS_00855,Utility - Collision,Collision,700,1077.55,2024-10-30,2025-10-30,2,6
POL_05056,CUS_01583,Sedan - All Perils,All Perils,500,1097.08,2023-06-03,2024-06-02,none,7
POL_05058,CUS_04236,Sport - All Perils,All Perils,300,704.91,2021-01-01,2022-01-01,more than 4,4
POL_05059,CUS_03289,Sport - Collision,Collision,500,833.81,2021-07-10,2022-07-10,none,7
POL_05060,CUS_05914,Utility - All Perils,All Perils,700,337.88,2024-07-21,2025-07-21,2,4
POL_05061,CUS_05733,Utility - Liability,Liability,700,766.01,2022-05-12,2023-05-12,none,1
POL_05062,CUS_03926,Sport - Liability,Liability,400,355.88,2022-08-19,2023-08-19,3,2
POL_05063,CUS_06024,Sport - Collision,Collision,400,415.77,2025-03-13,2026-03-13,1,8
POL_05065,CUS_00300,Sport - Collision,Collision,500,801.66,2020-02-02,2021-02-01,none,2
POL_05066,CUS_04333,Sport - Collision,Collision,500,359.03,2021-06-11,2022-06-11,1,1
POL_05067,CUS_04069,Sedan - Collision,Collision,400,415.54,2022-11-26,2023-11-26,none,3
POL_05068,CUS_04915,Sedan - All Perils,All Perils,300,607.39,2024-02-15,2025-02-14,4,1
POL_05069,CUS_07068,Sport - All Perils,All Perils,300,1018.11,2019-02-16,2020-02-16,none,3
POL_05071,CUS_06280,Utility - Liability,Liability,400,624.05,2022-08-07,2023-08-07,1,2
POL_05072,CUS_01212,Utility - Collision,Collision,700,445.43,2021-11-10,2022-11-10,more than 4,1
POL_05073,CUS_00628,Sedan - Liability,Liability,500,586.98,2024-11-02,2025-11-02,none,4
POL_05074,CUS_01151,Sedan - Collision,Collision,300,678.72,2020-06-24,2021-06-24,2,4
POL_05076,CUS_06857,Sedan - All Perils,All Perils,400,448.42,2024-12-28,2025-12-28,1,7
POL_05077,CUS_07079,Utility - Liability,Liability,500,862.09,2022-03-22,2023-03-22,2,2
POL_05078,CUS_07143,Sedan - All Perils,All Perils,500,768.63,2020-11-23,2021-11-23,1,1
POL_05079,CUS_02033,Utility - Liability,Liability,500,978.72,2023-06-13,2024-06-12,none,3
POL_05080,CUS_02227,Utility - All Perils,All Perils,300,779.77,2023-03-01,2024-02-29,1,6
POL_05082,CUS_03257,Sport - All Perils,All Perils,500,361.82,2023-07-30,2024-07-29,none,2
POL_05083,CUS_06377,Sedan - Collision,Collision,500,572.44,2021-05-14,2022-05-14,1,6
POL_05085,CUS_00508,Sport - All Perils,All Perils,300,487.55,2018-10-13,2019-10-13,1,6
POL_05086,CUS_04812,Sedan - Collision,Collision,300,1399.04,2023-11-07,2024-11-06,1,8
POL_05087,CUS_00484,Sedan - Collision,Collision,700,408.23,2019-12-08,2020-12-07,2,8
POL_05088,CUS_03975,Utility - Collision,Collision,500,869.26,2019-08-06,2020-08-05,1,6
POL_05091,CUS_05003,Sport - Collision,Collision,500,550.9,2023-05-25,2024-05-24,more than 4,7
POL_05092,CUS_02737,Sport - All Perils,All Perils,700,418.78,2021-04-09,2022-04-09,3,5
POL_05093,CUS_01000,Sport - All Perils,All Perils,400,273.66,2021-12-11,2022-12-11,3,3
POL_05094,CUS_04183,Sport - Liability,Liability,500,557.43,2024-08-24,2025-08-24,2,4
POL_05095,CUS_01343,Utility - All Perils,All Perils,700,240.0,2019-05-30,2020-05-29,3,8
POL_05096,CUS_00231,Sport - All Perils,All Perils,400,480.41,2019-02-07,2020-02-07,2,7
POL_05097,CUS_03590,Sport - All Perils,All Perils,500,434.68,2024-09-28,2025-09-28,1,8
POL_05098,CUS_03362,Sedan - Liability,Liability,300,395.82,2022-02-15,2023-02-15,2,5
POL_05099,CUS_05810,Sedan - All Perils,All Perils,300,764.93,2019-04-05,2020-04-04,2,2
POL_05100,CUS_05171,Utility - All Perils,All Perils,300,1486.99,2020-05-27,2021-05-27,2,6
POL_05101,CUS_04328,Utility - All Perils,All Perils,400,862.49,2024-03-30,2025-03-30,1,6
POL_05102,CUS_04399,Sedan - All Perils,All Perils,700,402.11,2025-04-26,2026-04-26,none,5
POL_05105,CUS_01507,Utility - Liability,Liability,300,749.35,2025-02-08,2026-02-08,4,4
POL_05106,CUS_02726,Sport - Collision,Collision,400,1051.95,2025-03-29,2026-03-29,none,3
POL_05107,CUS_05681,Sport - Liability,Liability,300,1342.92,2019-11-16,2020-11-15,1,3
POL_05108,CUS_02651,Utility - Collision,Collision,700,692.88,2023-03-18,2024-03-17,more than 4,4
POL_05109,CUS_01104,Sedan - Collision,Collision,400,681.66,2023-04-13,2024-04-12,none,5
POL_05110,CUS_05009,Sedan - Liability,Liability,400,795.38,2023-01-11,2024-01-11,none,3
POL_05111,CUS_06612,Sport - Collision,Collision,300,475.67,2018-12-11,2019-12-11,1,6
POL_05112,CUS_02702,Utility - All Perils,All Perils,700,781.62,2023-07-06,2024-07-05,none,5
POL_05113,CUS_02665,Utility - All Perils,All Perils,400,2656.45,2020-12-07,2021-12-07,more than 4,7
POL_05114,CUS_01739,Sport - Collision,Collision,300,778.07,2019-06-21,2020-06-20,3,4
POL_05115,CUS_05008,Utility - All Perils,All Perils,700,627.3,2019-12-05,2020-12-04,2,2
POL_05116,CUS_05862,Utility - Liability,Liability,300,568.06,2022-07-03,2023-07-03,4,3
POL_05117,CUS_01347,Utility - Collision,Collision,400,1026.0,2023-08-10,2024-08-09,3,7
POL_05118,CUS_02365,Sedan - Collision,Collision,500,357.95,2022-10-10,2023-10-10,none,8
POL_05119,CUS_06395,Sedan - Collision,Collision,400,863.46,2021-07-14,2022-07-14,4,4
POL_05121,CUS_01126,Sedan - All Perils,All Perils,500,288.52,2023-03-12,2024-03-11,1,8
POL_05123,CUS_04257,Utility - Liability,Liability,500,1092.05,2019-09-16,2020-09-15,4,4
POL_05124,CUS_02815,Sport - All Perils,All Perils,700,729.27,2023-09-27,2024-09-26,1,7
POL_05125,CUS_02718,Utility - Collision,Collision,400,512.86,2023-01-15,2024-01-15,4,2
POL_05127,CUS_00864,Sport - Collision,Collision,400,1102.74,2019-04-18,2020-04-17,1,1
POL_05128,CUS_00409,Utility - Collision,Collision,500,647.22,2020-09-03,2021-09-03,none,8
POL_05129,CUS_04710,Sport - Liability,Liability,700,1131.81,2025-03-01,2026-03-01,none,7
POL_05130,CUS_02903,Sport - Liability,Liability,300,177.99,2020-07-11,2021-07-11,4,6
POL_05131,CUS_04790,Sport - All Perils,All Perils,300,1358.2,2024-10-20,2025-10-20,2,3
POL_05132,CUS_03653,Sedan - Liability,Liability,500,1264.69,2023-09-17,2024-09-16,none,6
POL_05133,CUS_00451,Utility - Collision,Collision,300,1416.55,2020-04-21,2021-04-21,none,6
POL_05135,CUS_02895,Sedan - Liability,Liability,500,1072.39,2024-09-11,2025-09-11,1,7
POL_05136,CUS_00957,Sport - Liability,Liability,500,1805.27,2021-03-22,2022-03-22,2,2
POL_05137,CUS_02351,Sedan - All Perils,All Perils,400,558.21,2020-05-04,2021-05-04,1,4
POL_05138,CUS_01937,Sport - Liability,Liability,300,463.64,2023-11-29,2024-11-28,none,7
POL_05140,CUS_04267,Sedan - All Perils,All Perils,500,394.87,2019-04-18,2020-04-17,1,6
POL_05141,CUS_03813,Sport - Liability,Liability,500,494.22,2024-02-17,2025-02-16,1,4
POL_05142,CUS_03102,Sport - Liability,Liability,300,856.49,2024-07-22,2025-07-22,1,7
POL_05143,CUS_06334,Sport - Collision,Collision,300,839.59,2021-04-18,2022-04-18,1,1
POL_05144,CUS_01995,Utility - Liability,Liability,700,1151.28,2021-06-10,2022-06-10,2,6
POL_05145,CUS_02793,Utility - All Perils,All Perils,700,717.04,2023-01-26,2024-01-26,none,8
POL_05146,CUS_00708,Utility - All Perils,All Perils,700,269.08,2022-06-15,2023-06-15,3,6
POL_05147,CUS_00685,Sport - Liability,Liability,700,446.47,2023-05-20,2024-05-19,1,8
POL_05148,CUS_00131,Sport - Collision,Collision,300,1009.38,2023-05-11,2024-05-10,1,3
POL_05149,CUS_05114,Sedan - Liability,Liability,500,534.21,2023-06-16,2024-06-15,1,5
POL_05150,CUS_03285,Sedan - Collision,Collision,400,716.05,2021-07-25,2022-07-25,2,4
POL_05151,CUS_00131,Utility - Collision,Collision,300,961.92,2018-10-09,2019-10-09,3,2
POL_05153,CUS_02765,Sport - All Perils,All Perils,500,766.82,2023-08-22,2024-08-21,none,8
POL_05154,CUS_01201,Utility - Collision,Collision,500,1647.95,2022-06-30,2023-06-30,1,7
POL_05155,CUS_01224,Utility - Collision,Collision,300,677.77,2024-12-31,2025-12-31,3,8
POL_05156,CUS_00821,Sport - All Perils,All Perils,500,766.57,2022-10-16,2023-10-16,none,7
POL_05157,CUS_00759,Utility - Liability,Liability,500,887.03,2018-09-27,2019-09-27,2,1
POL_05159,CUS_03592,Sedan - Liability,Liability,700,703.88,2024-07-11,2025-07-11,more than 4,8
POL_05160,CUS_00191,Utility - Liability,Liability,300,637.76,2019-05-29,2020-05-28,none,1
POL_05162,CUS_01280,Utility - Collision,Collision,300,545.11,2025-03-23,2026-03-23,2,5
POL_05164,CUS_01672,Sport - Collision,Collision,300,854.07,2020-07-25,2021-07-25,none,5
POL_05165,CUS_05564,Sedan - Collision,Collision,400,431.33,2024-11-27,2025-11-27,1,2
POL_05166,CUS_00218,Sport - All Perils,All Perils,300,1000.59,2024-12-15,2025-12-15,2,2
POL_05168,CUS_05813,Utility - All Perils,All Perils,400,790.62,2021-02-27,2022-02-27,2,5
POL_05169,CUS_01330,Utility - All Perils,All Perils,400,1090.06,2024-10-15,2025-10-15,4,6
POL_05170,CUS_03193,Utility - Collision,Collision,400,1186.49,2019-08-21,2020-08-20,2,1
POL_05172,CUS_01473,Sedan - All Perils,All Perils,400,1054.85,2022-04-21,2023-04-21,none,7
POL_05173,CUS_02615,Utility - Liability,Liability,500,603.72,2019-06-19,2020-06-18,none,5
POL_05174,CUS_06927,Utility - Collision,Collision,700,1257.94,2020-09-23,2021-09-23,1,7
POL_05175,CUS_06052,Sport - All Perils,All Perils,500,654.92,2023-04-17,2024-04-16,1,6
POL_05176,CUS_00193,Sport - Liability,Liability,700,741.73,2018-10-01,2019-10-01,1,8
POL_05177,CUS_06460,Sport - Collision,Collision,300,591.13,2018-09-21,2019-09-21,1,6
POL_05178,CUS_04585,Sedan - Collision,Collision,700,341.09,2023-09-16,2024-09-15,2,3
POL_05180,CUS_03237,Sedan - All Perils,All Perils,400,753.36,2024-11-28,2025-11-28,1,5
POL_05181,CUS_06014,Sedan - Liability,Liability,500,723.61,2023-12-20,2024-12-19,1,3
POL_05183,CUS_00432,Sport - Collision,Collision,400,775.13,2020-12-12,2021-12-12,none,2
POL_05184,CUS_06025,Sport - All Perils,All Perils,300,886.32,2019-04-01,2020-03-31,2,6
POL_05185,CUS_00808,Sport - Collision,Collision,500,370.44,2021-01-11,2022-01-11,4,4
POL_05186,CUS_03129,Utility - Collision,Collision,700,732.31,2022-05-11,2023-05-11,none,1
POL_05187,CUS_01809,Sedan - Collision,Collision,500,353.69,2020-12-09,2021-12-09,none,6
POL_05188,CUS_00487,Sedan - Liability,Liability,400,980.39,2023-10-10,2024-10-09,3,4
POL_05189,CUS_06171,Utility - All Perils,All Perils,700,1683.46,2018-10-20,2019-10-20,2,8
POL_05190,CUS_00406,Sedan - Collision,Collision,500,426.33,2021-04-04,2022-04-04,1,3
POL_05193,CUS_00511,Sport - Liability,Liability,300,842.36,2021-12-12,2022-12-12,none,5
POL_05194,CUS_06136,Sedan - Collision,Collision,400,1021.98,2020-01-02,2021-01-01,3,4
POL_05195,CUS_06732,Utility - Liability,Liability,300,386.57,2024-07-01,2025-07-01,none,5
POL_05196,CUS_00149,Utility - Collision,Collision,400,919.06,2020-11-11,2021-11-11,1,2
POL_05198,CUS_05238,Sport - All Perils,All Perils,500,1112.05,2023-11-03,2024-11-02,1,7
POL_05199,CUS_03520,Utility - Liability,Liability,500,1461.18,2024-10-30,2025-10-30,4,7
POL_05201,CUS_05048,Utility - Collision,Collision,500,977.55,2019-11-05,2020-11-04,none,3
POL_05203,CUS_02373,Sedan - Collision,Collision,300,788.8,2023-11-28,2024-11-27,1,6
POL_05204,CUS_03312,Sport - Collision,Collision,500,515.81,2018-09-25,2019-09-25,none,7
POL_05205,CUS_03085,Sport - All Perils,All Perils,400,706.36,2019-03-01,2020-02-29,1,8
POL_05206,CUS_06130,Sedan - Liability,Liability,400,634.39,2019-08-05,2020-08-04,none,5
POL_05207,CUS_04751,Sedan - Collision,Collision,700,326.52,2022-04-15,2023-04-15,3,3
POL_05208,CUS_05235,Utility - Collision,Collision,500,599.89,2025-01-09,2026-01-09,2,2
POL_05209,CUS_04140,Utility - Liability,Liability,500,621.73,2022-09-28,2023-09-28,none,4
POL_05210,CUS_01471,Sedan - All Perils,All Perils,400,605.63,2024-07-30,2025-07-30,none,6
POL_05212,CUS_02166,Utility - Collision,Collision,500,380.93,2018-09-05,2019-09-05,2,8
POL_05213,CUS_01292,Utility - Liability,Liability,700,853.23,2021-03-02,2022-03-02,none,7
POL_05214,CUS_06980,Utility - All Perils,All Perils,400,588.8,2020-08-12,2021-08-12,none,4
POL_05215,CUS_06627,Sedan - Liability,Liability,300,599.3,2024-12-27,2025-12-27,4,2
POL_05217,CUS_04950,Utility - All Perils,All Perils,400,2412.87,2024-02-10,2025-02-09,4,8
POL_05218,CUS_04065,Sport - Collision,Collision,700,754.58,2021-05-11,2022-05-11,4,7
POL_05221,CUS_04204,Utility - Collision,Collision,300,335.1,2020-02-04,2021-02-03,3,3
POL_05222,CUS_01579,Utility - Collision,Collision,300,412.78,2021-12-07,2022-12-07,2,8
POL_05223,CUS_03883,Utility - All Perils,All Perils,700,716.2,2021-08-26,2022-08-26,2,1
POL_05224,CUS_04354,Utility - Liability,Liability,400,395.7,2021-04-11,2022-04-11,none,7
POL_05225,CUS_04510,Utility - All Perils,All Perils,500,1218.72,2021-09-03,2022-09-03,none,7
POL_05226,CUS_06203,Utility - Collision,Collision,700,393.22,2021-12-26,2022-12-26,1,7
POL_05227,CUS_04065,Utility - All Perils,All Perils,400,558.98,2024-04-27,2025-04-27,none,5
POL_05228,CUS_05887,Sport - Liability,Liability,400,782.31,2023-05-17,2024-05-16,3,8
POL_05229,CUS_00522,Utility - Liability,Liability,500,539.04,2020-07-10,2021-07-10,3,2
POL_05230,CUS_04990,Utility - All Perils,All Perils,500,1067.23,2020-06-26,2021-06-26,4,8
POL_05231,CUS_03097,Sedan - All Perils,All Perils,700,454.63,2024-07-25,2025-07-25,1,2
POL_05233,CUS_00489,Utility - Liability,Liability,500,1043.66,2024-09-11,2025-09-11,3,3
POL_05235,CUS_04066,Utility - All Perils,All Perils,700,546.36,2022-12-03,2023-12-03,1,3
POL_05236,CUS_02380,Sedan - All Perils,All Perils,300,785.69,2024-02-20,2025-02-19,1,6
POL_05237,CUS_02126,Sedan - Collision,Collision,400,2000.16,2024-12-10,2025-12-10,4,5
POL_05238,CUS_03813,Utility - Collision,Collision,500,309.22,2023-11-09,2024-11-08,3,3
POL_05241,CUS_06063,Utility - Liability,Liability,300,379.3,2020-02-15,2021-02-14,3,1
POL_05242,CUS_03659,Sport - Liability,Liability,300,1085.47,2020-07-22,2021-07-22,2,7
POL_05243,CUS_04581,Utility - Liability,Liability,400,740.14,2018-11-19,2019-11-19,none,3
POL_05244,CUS_04480,Sport - All Perils,All Perils,500,719.08,2023-01-19,2024-01-19,none,5
POL_05245,CUS_03938,Sport - All Perils,All Perils,300,919.64,2023-01-18,2024-01-18,1,3
POL_05248,CUS_05583,Utility - Collision,Collision,400,739.36,2020-03-15,2021-03-15,1,7
POL_05250,CUS_00626,Sedan - Liability,Liability,700,615.23,2021-04-27,2022-04-27,2,4
POL_05251,CUS_06966,Utility - Collision,Collision,400,1673.86,2020-02-22,2021-02-21,4,6
POL_05255,CUS_00741,Sport - Liability,Liability,400,518.43,2025-03-25,2026-03-25,1,7
POL_05256,CUS_02225,Sport - All Perils,All Perils,400,887.8,2021-09-30,2022-09-30,4,1
POL_05257,CUS_04918,Utility - All Perils,All Perils,300,784.27,2023-05-10,2024-05-09,more than 4,3
POL_05258,CUS_04998,Sport - All Perils,All Perils,700,654.21,2022-07-05,2023-07-05,2,1
POL_05259,CUS_05563,Utility - All Perils,All Perils,300,2124.79,2022-06-17,2023-06-17,none,7
POL_05260,CUS_04155,Utility - All Perils,All Perils,400,939.93,2021-01-20,2022-01-20,none,8
POL_05261,CUS_02263,Sedan - All Perils,All Perils,300,711.24,2021-03-12,2022-03-12,none,5
POL_05263,CUS_03396,Sport - Collision,Collision,500,336.71,2021-04-11,2022-04-11,none,6
POL_05265,CUS_05506,Sedan - Collision,Collision,400,874.23,2024-02-21,2025-02-20,1,3
POL_05266,CUS_02652,Utility - Collision,Collision,700,215.27,2023-01-19,2024-01-19,2,7
POL_05267,CUS_03691,Sport - All Perils,All Perils,300,282.36,2022-05-01,2023-05-01,1,5
POL_05268,CUS_03138,Sedan - Collision,Collision,400,781.71,2020-02-27,2021-02-26,none,8
POL_05269,CUS_06807,Sedan - Collision,Collision,700,499.87,2023-10-17,2024-10-16,none,3
POL_05270,CUS_06046,Sedan - All Perils,All Perils,500,282.46,2021-07-06,2022-07-06,3,2
POL_05271,CUS_05683,Utility - Collision,Collision,400,943.81,2024-02-18,2025-02-17,none,8
POL_05272,CUS_04093,Utility - All Perils,All Perils,400,547.64,2022-01-03,2023-01-03,3,6
POL_05273,CUS_02683,Sport - Collision,Collision,300,796.61,2024-09-26,2025-09-26,3,8
POL_05274,CUS_05586,Utility - All Perils,All Perils,400,451.85,2023-06-15,2024-06-14,1,1
POL_05275,CUS_01325,Sport - All Perils,All Perils,500,371.91,2019-04-09,2020-04-08,2,6
POL_05276,CUS_06009,Sport - Collision,Collision,400,325.15,2025-03-24,2026-03-24,4,6
POL_05277,CUS_00576,Utility - Collision,Collision,400,860.68,2019-01-04,2020-01-04,none,5
POL_05278,CUS_07007,Sport - Liability,Liability,400,618.55,2024-01-08,2025-01-07,none,6
POL_05279,CUS_04847,Sport - All Perils,All Perils,500,953.64,2020-05-02,2021-05-02,3,1
POL_05280,CUS_04340,Sedan - All Perils,All Perils,300,439.63,2024-01-28,2025-01-27,2,2
POL_05281,CUS_05230,Sport - All Perils,All Perils,400,504.49,2020-04-05,2021-04-05,none,7
POL_05283,CUS_02403,Sedan - All Perils,All Perils,500,550.39,2021-09-12,2022-09-12,4,2
POL_05284,CUS_01592,Sedan - Collision,Collision,300,483.17,2022-07-08,2023-07-08,1,3
POL_05285,CUS_00361,Sedan - All Perils,All Perils,300,742.41,2023-11-10,2024-11-09,3,8
POL_05286,CUS_05422,Sport - All Perils,All Perils,700,778.04,2025-02-13,2026-02-13,2,3
POL_05287,CUS_00628,Sedan - Collision,Collision,400,658.92,2020-08-13,2021-08-13,none,5
POL_05288,CUS_04897,Utility - All Perils,All Perils,300,325.16,2018-08-29,2019-08-29,none,1
POL_05290,CUS_03689,Sedan - Collision,Collision,400,651.9,2020-03-11,2021-03-11,2,4
POL_05291,CUS_06191,Utility - Collision,Collision,700,910.36,2024-06-29,2025-06-29,none,5
POL_05292,CUS_01149,Utility - Collision,Collision,400,1365.85,2021-08-19,2022-08-19,1,8
POL_05293,CUS_03011,Sport - Collision,Collision,700,505.85,2025-01-06,2026-01-06,3,1
POL_05294,CUS_01730,Sport - Collision,Collision,400,570.04,2023-08-08,2024-08-07,none,6
POL_05295,CUS_05078,Utility - Liability,Liability,700,765.75,2019-05-10,2020-05-09,4,3
POL_05296,CUS_06025,Sedan - Collision,Collision,500,676.98,2023-05-27,2024-05-26,none,2
POL_05298,CUS_01924,Utility - Collision,Collision,700,486.91,2024-12-06,2025-12-06,4,8
POL_05299,CUS_03478,Sedan - All Perils,All Perils,700,548.45,2021-02-12,2022-02-12,none,5
POL_05300,CUS_02234,Sport - Collision,Collision,400,233.03,2021-04-17,2022-04-17,none,4
POL_05301,CUS_06317,Utility - All Perils,All Perils,300,679.69,2023-06-15,2024-06-14,1,6
POL_05304,CUS_03760,Sedan - Collision,Collision,400,472.55,2021-08-24,2022-08-24,none,1
POL_05305,CUS_06366,Sport - Liability,Liability,400,738.31,2021-06-28,2022-06-28,more than 4,4
POL_05307,CUS_00321,Sport - Collision,Collision,500,593.96,2020-11-24,2021-11-24,1,7
POL_05308,CUS_03388,Sedan - Liability,Liability,700,281.35,2018-10-24,2019-10-24,1,3
POL_05309,CUS_04065,Sedan - Liability,Liability,700,1128.2,2018-10-05,2019-10-05,more than 4,6
POL_05310,CUS_00715,Utility - Liability,Liability,400,1121.53,2021-04-07,2022-04-07,none,3
POL_05311,CUS_00010,Utility - Collision,Collision,500,752.15,2024-01-25,2025-01-24,more than 4,3
POL_05312,CUS_06974,Sedan - All Perils,All Perils,400,1299.75,2024-01-04,2025-01-03,none,7
POL_05313,CUS_01159,Sport - Collision,Collision,400,1178.21,2019-11-16,2020-11-15,1,1
POL_05314,CUS_02535,Utility - All Perils,All Perils,500,404.5,2023-09-01,2024-08-31,2,2
POL_05315,CUS_02465,Utility - All Perils,All Perils,400,441.16,2022-10-16,2023-10-16,none,5
POL_05316,CUS_03592,Sport - Liability,Liability,300,363.52,2023-12-21,2024-12-20,2,8
POL_05317,CUS_02820,Sport - All Perils,All Perils,400,1390.45,2018-10-11,2019-10-11,none,5
POL_05319,CUS_03204,Sport - Collision,Collision,400,1158.16,2022-03-29,2023-03-29,3,6
POL_05320,CUS_04815,Utility - All Perils,All Perils,300,876.95,2021-09-11,2022-09-11,3,5
POL_05321,CUS_00307,Sedan - All Perils,All Perils,500,841.79,2019-05-29,2020-05-28,none,6
POL_05322,CUS_02441,Sport - All Perils,All Perils,400,290.26,2024-07-07,2025-07-07,2,1
POL_05323,CUS_01182,Utility - All Perils,All Perils,400,973.44,2025-02-22,2026-02-22,1,2
POL_05324,CUS_03336,Sedan - All Perils,All Perils,300,492.39,2022-03-29,2023-03-29,2,8
POL_05325,CUS_04038,Sedan - Liability,Liability,500,728.51,2021-01-31,2022-01-31,2,8
POL_05327,CUS_02098,Sedan - Liability,Liability,400,836.55,2019-07-09,2020-07-08,2,6
POL_05328,CUS_02276,Sedan - Liability,Liability,400,807.97,2024-01-29,2025-01-28,none,4
POL_05329,CUS_02517,Sedan - Collision,Collision,300,687.49,2019-01-04,2020-01-04,1,7
POL_05330,CUS_04075,Utility - All Perils,All Perils,500,840.25,2019-12-15,2020-12-14,1,1
POL_05331,CUS_01096,Utility - Collision,Collision,400,1535.62,2019-07-31,2020-07-30,none,7
POL_05332,CUS_04745,Utility - Liability,Liability,500,1032.9,2019-12-10,2020-12-09,1,3
POL_05333,CUS_06789,Utility - Collision,Collision,700,777.85,2019-08-03,2020-08-02,1,1
POL_05336,CUS_00625,Sedan - All Perils,All Perils,300,568.09,2021-12-31,2022-12-31,2,7
POL_05338,CUS_00498,Sport - Liability,Liability,300,781.0,2019-08-13,2020-08-12,1,3
POL_05339,CUS_05889,Utility - All Perils,All Perils,700,732.05,2019-09-11,2020-09-10,2,5
POL_05340,CUS_06178,Utility - Collision,Collision,400,1376.34,2023-11-03,2024-11-02,1,4
POL_05342,CUS_06344,Utility - Collision,Collision,400,384.04,2019-04-13,2020-04-12,1,4
POL_05343,CUS_03084,Utility - Liability,Liability,700,501.29,2019-02-08,2020-02-08,1,6
POL_05344,CUS_06845,Sport - All Perils,All Perils,400,459.17,2024-10-09,2025-10-09,1,4
POL_05345,CUS_02952,Utility - Collision,Collision,500,898.05,2025-04-21,2026-04-21,2,8
POL_05346,CUS_03564,Sedan - Liability,Liability,300,744.13,2021-07-09,2022-07-09,1,2
POL_05347,CUS_00702,Utility - Liability,Liability,700,561.53,2023-11-26,2024-11-25,2,6
POL_05348,CUS_03680,Utility - Liability,Liability,300,751.08,2022-03-03,2023-03-03,1,1
POL_05349,CUS_01896,Utility - All Perils,All Perils,700,312.86,2020-02-13,2021-02-12,2,6
POL_05350,CUS_00706,Sedan - Liability,Liability,700,451.38,2019-08-21,2020-08-20,none,2
POL_05353,CUS_05692,Sport - Liability,Liability,300,431.11,2021-01-30,2022-01-30,1,6
POL_05355,CUS_01233,Sport - All Perils,All Perils,700,1885.34,2024-12-13,2025-12-13,1,5
POL_05356,CUS_05586,Sport - Collision,Collision,500,939.57,2019-12-10,2020-12-09,none,3
POL_05357,CUS_06071,Sport - Collision,Collision,300,706.23,2021-10-01,2022-10-01,2,8
POL_05358,CUS_00358,Utility - Collision,Collision,400,656.56,2021-02-26,2022-02-26,none,7
POL_05360,CUS_03033,Sedan - All Perils,All Perils,500,585.47,2020-07-25,2021-07-25,none,3
POL_05361,CUS_00599,Sedan - Collision,Collision,500,476.39,2023-05-18,2024-05-17,3,1
POL_05362,CUS_07119,Sedan - Liability,Liability,400,985.78,2019-06-16,2020-06-15,1,7
POL_05363,CUS_06280,Sport - All Perils,All Perils,300,1564.06,2018-08-17,2019-08-17,none,5
POL_05366,CUS_02990,Utility - Liability,Liability,700,487.24,2024-06-21,2025-06-21,1,5
POL_05367,CUS_02066,Sport - Liability,Liability,400,950.75,2023-05-11,2024-05-10,none,7
POL_05368,CUS_04616,Sport - Liability,Liability,500,238.89,2022-02-22,2023-02-22,none,4
POL_05369,CUS_04860,Sedan - All Perils,All Perils,300,451.87,2018-08-11,2019-08-11,4,5
POL_05370,CUS_00996,Utility - All Perils,All Perils,300,629.25,2019-11-11,2020-11-10,1,1
POL_05371,CUS_00964,Sedan - All Perils,All Perils,300,667.92,2019-07-14,2020-07-13,3,1
POL_05372,CUS_01041,Utility - Collision,Collision,700,865.57,2018-12-04,2019-12-04,1,1
POL_05374,CUS_05369,Sedan - Liability,Liability,700,916.17,2022-05-26,2023-05-26,1,6
POL_05375,CUS_06534,Sedan - Liability,Liability,300,742.89,2024-12-25,2025-12-25,3,6
POL_05376,CUS_04200,Utility - Liability,Liability,400,568.24,2020-02-22,2021-02-21,none,3
