claim_id,policy_id,customer_id,vehicle_id,agent_id,accident_datetime,claim_datetime,fault,accident_area,accident_description,accident_latitude,accident_longitude,police_report_filed,witness_present,number_of_supplements,claimed_amount_eur,repair_workshop
CLM_05376,POL_01270,CUS_06348,VEH_00827,AGT_00153,2024-11-14 02:44:00,2024-11-16 15:44:00,Policy Holder,Urban,bicycle involved,40.110337,2.787503,Unknown,No,0,1016.51,Auto Suárez - Coruña
CLM_05377,POL_00643,CUS_05850,VEH_07828,AGT_00002,2025-11-27 18:48:00,2026-01-07 21:48:00,Policy Holder,Highway,multi-vehicle pileup,40.026183,3.098112,No,No,6,308.86,Carrocerías Gómez - Granada
CLM_05378,POL_02471,CUS_05550,VEH_08743,AGT_00040,2022-07-03 14:05:00,2022-08-02 02:05:00,Policy Holder,Rural,hit and run,38.840377,-6.961202,No,No,2,1491.33,Taller Iglesias - Madrid
CLM_05379,POL_01165,CUS_00236,VEH_07883,AGT_00046,2025-01-05 00:42:00,2025-01-21 10:42:00,Policy Holder,Suburban,mechanical failure,39.929388,-2.368037,No,No,0,487.64,Garage Rodríguez - Vigo
CLM_05380,POL_06924,CUS_05485,VEH_02432,AGT_00090,2022-05-02 07:30:00,2022-06-16 02:30:00,Policy Holder,Urban,side impact,36.862652,-8.094099,Unknown,No,0,1648.49,Taller García - Sevilla
CLM_05382,POL_05205,CUS_03085,VEH_00508,AGT_00176,2025-05-07 01:03:00,2025-06-17 05:03:00,Policy Holder,Suburban,frontal collision,42.677512,-0.899591,No,No,2,1540.36,Carrocerías Morales - Alicante
CLM_05383,POL_09261,CUS_06932,VEH_05179,AGT_00098,2023-02-25 05:06:00,2023-04-02 06:06:00,Third Party,Urban,rollover,38.511575,2.899583,No,Yes,6,2158.1,Taller Álvarez - Elche
CLM_05384,POL_07777,CUS_06165,VEH_02098,AGT_00034,2023-07-01 04:51:00,2023-07-25 23:51:00,Policy Holder,Rural,pedestrian involved,38.396963,-4.562655,Yes,No,2,2676.07,Carrocerías Medina - Elche
CLM_05385,POL_05398,CUS_05332,VEH_02816,AGT_00000,2024-09-22 18:31:00,2024-10-07 23:31:00,Policy Holder,Suburban,mechanical failure,37.294648,-6.132498,No,No,2,3176.49,Taller Reyes - Vitoria
CLM_05386,POL_04611,CUS_00091,VEH_05903,AGT_00147,2025-08-07 13:50:00,2025-09-21 06:50:00,Third Party,Urban,vandalism,38.927113,-3.537805,Yes,Unknown,0,2483.17,Taller Serrano - Las Palmas
CLM_05387,POL_07141,CUS_06991,VEH_01824,AGT_00154,2025-06-30 09:16:00,2025-07-25 03:16:00,Third Party,Rural,parking damage,38.119018,-0.428883,Yes,Yes,3,1549.91,Chapa y Pintura Navarro - Hospitalet
CLM_05388,POL_09179,CUS_06618,VEH_04149,AGT_00071,2022-10-06 22:16:00,2022-10-13 01:16:00,Policy Holder,Suburban,theft attempt,43.16824,-1.390004,No,Unknown,2,2477.54,Chapa y Pintura Castro - Madrid
CLM_05389,POL_06514,CUS_06857,VEH_07178,AGT_00161,2025-04-12 20:32:00,2025-04-26 23:32:00,Third Party,Suburban,parking damage,36.89886,2.653473,No,No,0,4107.16,Auto Sánchez - Coruña
CLM_05390,POL_04123,CUS_04633,VEH_08392,AGT_00117,2024-12-24 17:32:00,2025-02-04 17:32:00,Third Party,Urban,glass breakage,38.852094,-0.16868,No,No,0,982.46,Auto Ruiz - Bilbao
CLM_05391,POL_08677,CUS_04497,VEH_03726,AGT_00145,2025-08-15 02:26:00,2025-08-17 17:26:00,Third Party,Urban,glass breakage,41.026518,-8.595082,Yes,No,7,748.7,Chapa y Pintura Rodríguez - Hospitalet
CLM_05392,POL_07304,CUS_07194,VEH_03704,AGT_00045,2023-08-01 00:41:00,2023-08-19 05:41:00,Policy Holder,Urban,rollover,39.071543,-8.330761,No,No,4,806.22,Auto Suárez - Coruña
CLM_05394,POL_07072,CUS_00408,VEH_01720,AGT_00053,2023-04-21 12:19:00,2023-05-06 01:19:00,Policy Holder,Urban,animal collision,38.900069,-8.762179,Yes,No,7,1507.86,Auto Castro - Hospitalet
CLM_05396,POL_02956,CUS_04124,VEH_04948,AGT_00067,2023-07-26 21:54:00,2023-08-06 04:54:00,Third Party,Urban,hit and run,43.071295,-5.230625,No,No,3,2795.88,Chapa y Pintura Rodríguez - Coruña
CLM_05397,POL_08698,CUS_06646,VEH_03607,AGT_00163,2023-07-24 07:17:00,2023-07-24 09:17:00,Third Party,Rural,flooding damage,42.949184,-9.205724,No,Yes,4,9623.29,Taller Iglesias - Madrid
CLM_05399,POL_08846,CUS_00261,VEH_02519,AGT_00094,2022-03-13 13:28:00,2022-04-04 21:28:00,Policy Holder,Rural,flooding damage,39.930799,-1.250821,Unknown,No,7,716.99,Mecánica Medina - Bilbao
CLM_05400,POL_09017,CUS_00208,VEH_03601,AGT_00003,2023-08-03 07:29:00,2023-08-28 00:29:00,Third Party,Suburban,fire damage,36.815993,-7.623282,Yes,Unknown,6,637.49,Garage Ramírez - Coruña
CLM_05401,POL_01735,CUS_01055,VEH_04780,AGT_00099,2023-05-17 17:20:00,2023-06-30 15:20:00,Policy Holder,Rural,single vehicle accident,39.90567,-6.794092,No,Yes,1,660.57,Chapa y Pintura Navarro - Hospitalet
CLM_05403,POL_01454,CUS_00277,VEH_07844,AGT_00037,2025-08-11 23:11:00,2025-09-04 19:11:00,Policy Holder,Parking,theft attempt,40.061546,-4.736783,Yes,Yes,0,443.09,Reparaciones Suárez - Elche
CLM_05404,POL_05217,CUS_04950,VEH_00692,AGT_00078,2022-04-17 09:26:00,2022-04-28 12:26:00,Policy Holder,Urban,multi-vehicle pileup,39.603435,-9.094214,No,No,5,4972.57,Auto Suárez - Barcelona
CLM_05405,POL_00853,CUS_02153,VEH_00352,AGT_00053,2025-11-01 15:48:00,2025-11-18 06:48:00,Policy Holder,Highway,glass breakage,37.779749,-4.603758,No,Yes,5,1767.24,Garage Rivera - Zaragoza
CLM_05406,POL_03428,CUS_03972,VEH_04765,AGT_00131,2022-08-25 19:38:00,2022-09-18 07:38:00,Third Party,Highway,parking damage,36.231701,-4.986258,Unknown,Yes,3,212.06,Mecánica Ortiz - Barcelona
CLM_05407,POL_01692,CUS_07148,VEH_08088,AGT_00052,2022-08-01 18:01:00,2022-08-05 15:01:00,Third Party,Highway,vandalism,42.861714,-8.320622,No,No,3,3064.02,Taller Rivera - Madrid
CLM_05409,POL_04608,CUS_02628,VEH_07331,AGT_00164,2023-06-19 03:29:00,2023-07-28 23:29:00,Policy Holder,Suburban,hit and run,36.388485,2.778656,Yes,No,3,1452.82,Garage Díaz - Coruña
CLM_05410,POL_00542,CUS_02985,VEH_04127,AGT_00138,2025-09-14 14:19:00,2025-10-03 11:19:00,Policy Holder,Parking,fire damage,36.753744,3.10475,No,No,4,2504.09,Carrocerías Serrano - Palma
CLM_05411,POL_06753,CUS_00115,VEH_03712,AGT_00102,2022-10-22 05:12:00,2022-11-12 05:12:00,Policy Holder,Highway,theft attempt,37.577501,2.942247,Unknown,No,7,1225.19,Taller Blanco - Alicante
CLM_05412,POL_01017,CUS_06519,VEH_03606,AGT_00085,2023-05-21 21:52:00,2023-05-24 00:52:00,Third Party,Urban,theft attempt,43.484615,-5.756947,No,No,3,10143.54,Garage Marín - Murcia
CLM_05413,POL_07387,CUS_03280,VEH_07183,AGT_00098,2024-09-05 22:16:00,2024-09-11 03:16:00,Policy Holder,Rural,parking damage,36.756967,-8.254648,No,No,1,6650.14,Taller Castillo - Bilbao
CLM_05415,POL_02313,CUS_02381,VEH_03507,AGT_00117,2024-11-02 14:19:00,2024-12-07 05:19:00,Policy Holder,Suburban,mechanical failure,39.86127,-7.294553,No,No,7,2790.75,Chapa y Pintura Ortega - Vitoria
CLM_05416,POL_01879,CUS_02637,VEH_05511,AGT_00030,2022-10-30 17:39:00,2022-12-05 13:39:00,Policy Holder,Urban,multi-vehicle pileup,42.971714,-4.37893,Yes,Unknown,7,504.8,Taller Medina - Palma
CLM_05417,POL_02062,CUS_04139,VEH_06740,AGT_00107,2025-07-29 07:42:00,2025-08-14 23:42:00,Third Party,Urban,theft attempt,36.083562,-9.023156,No,No,7,1859.77,Garage Torres - Valencia
CLM_05418,POL_04040,CUS_03233,VEH_02277,AGT_00153,2025-02-09 09:05:00,2025-03-05 01:05:00,Policy Holder,Urban,hit and run,41.426432,3.211819,No,No,5,1856.43,Carrocerías Castro - Murcia
CLM_05419,POL_06784,CUS_03049,VEH_06796,AGT_00002,2022-04-25 21:35:00,2022-05-27 13:35:00,Policy Holder,Suburban,flooding damage,43.776866,2.14843,Unknown,No,2,4627.67,Mecánica Iglesias - Barcelona
CLM_05420,POL_08338,CUS_00250,VEH_06873,AGT_00178,2024-03-29 00:42:00,2024-05-07 12:42:00,Policy Holder,Suburban,pothole damage,38.953409,-7.962808,No,No,4,273.66,Mecánica Medina - Elche
CLM_05422,POL_09148,CUS_01702,VEH_03069,AGT_00083,2025-05-18 07:49:00,2025-06-14 02:49:00,Policy Holder,Rural,hit and run,41.99068,-7.494842,No,Yes,7,1062.13,Reparaciones Torres - Alicante
CLM_05423,POL_03569,CUS_05426,VEH_06865,AGT_00112,2023-10-16 01:28:00,2023-10-28 10:28:00,Policy Holder,Suburban,falling object,41.26316,0.428742,No,No,0,1282.85,Mecánica López - Granada
CLM_05426,POL_07866,CUS_01786,VEH_07725,AGT_00036,2025-05-13 19:40:00,2025-06-16 22:40:00,Policy Holder,Suburban,flooding damage,36.441549,2.850463,Yes,No,7,3056.44,Reparaciones Torres - Alicante
CLM_05427,POL_01546,CUS_06025,VEH_03737,AGT_00038,2023-02-09 05:22:00,2023-03-09 03:22:00,Third Party,Suburban,flooding damage,41.391949,-8.004749,No,No,7,1152.27,Garage Núñez - Sevilla
CLM_05429,POL_03627,CUS_06684,VEH_01151,AGT_00104,2023-08-05 09:32:00,2023-08-21 02:32:00,Policy Holder,Urban,weather-related,36.515039,-3.638604,Unknown,No,6,4020.82,Auto Rubio - Gijón
CLM_05430,POL_06621,CUS_00131,VEH_00392,AGT_00062,2023-08-07 20:27:00,2023-08-19 22:27:00,Policy Holder,Urban,multi-vehicle pileup,43.338877,-1.94158,No,No,7,1786.16,Carrocerías Marín - Madrid
CLM_05431,POL_00680,CUS_06829,VEH_08037,AGT_00005,2023-07-15 15:38:00,2023-08-11 14:38:00,Third Party,Parking,falling object,37.454001,-9.247557,No,No,7,2238.82,Auto Jiménez - Zaragoza
CLM_05432,POL_00361,CUS_07067,VEH_03394,AGT_00121,2023-10-04 14:31:00,2023-11-16 01:31:00,Policy Holder,Urban,side impact,41.821244,-5.593439,Yes,Yes,3,2294.82,Taller Díaz - Coruña
CLM_05433,POL_03886,CUS_07019,VEH_00465,AGT_00029,2024-06-01 03:14:00,2024-07-09 03:14:00,Policy Holder,Suburban,animal collision,42.24435,0.21005,Yes,Yes,7,4178.46,Carrocerías Castillo - Valencia
CLM_05434,POL_02399,CUS_02834,VEH_06494,AGT_00104,2022-06-27 11:58:00,2022-07-18 06:58:00,Policy Holder,Suburban,mechanical failure,36.79048,-4.983453,No,Yes,0,2662.75,Carrocerías Marín - Córdoba
CLM_05435,POL_01089,CUS_00640,VEH_07313,AGT_00129,2023-12-19 18:44:00,2024-01-05 06:44:00,Policy Holder,Urban,single vehicle accident,37.849498,-2.369018,No,Yes,0,409.95,Mecánica Serrano - Granada
CLM_05436,POL_06982,CUS_04414,VEH_04293,AGT_00124,2024-11-29 20:23:00,2024-12-12 10:23:00,Policy Holder,Highway,side impact,37.073086,-3.205877,No,Unknown,6,1888.11,Taller Marín - Sevilla
CLM_05438,POL_09297,CUS_02868,VEH_05633,AGT_00036,2025-08-16 17:58:00,2025-09-05 08:58:00,Policy Holder,Urban,hit and run,42.682574,-4.900074,No,No,6,1412.34,Carrocerías Castillo - Barcelona
CLM_05439,POL_01054,CUS_05317,VEH_06975,AGT_00134,2022-07-25 13:11:00,2022-08-28 03:11:00,Third Party,Highway,vandalism,38.316069,-6.652248,Yes,No,7,1718.04,Garage Blanco - Valencia
CLM_05441,POL_05376,CUS_04200,VEH_01364,AGT_00174,2022-12-23 13:30:00,2023-01-01 05:30:00,Policy Holder,Parking,mechanical failure,36.521379,2.88713,Unknown,Unknown,7,755.17,Auto Reyes - Bilbao
CLM_05442,POL_08400,CUS_06151,VEH_05580,AGT_00096,2024-07-23 01:53:00,2024-07-26 05:53:00,Third Party,Highway,vandalism,36.975939,-0.911308,No,No,6,8096.57,Chapa y Pintura Ruiz - Zaragoza
CLM_05444,POL_08780,CUS_01839,VEH_02303,AGT_00040,2025-05-12 00:20:00,2025-06-09 21:20:00,Third Party,Urban,falling object,36.523401,-6.645743,No,Yes,2,1138.17,Carrocerías Ramírez - Vitoria
CLM_05445,POL_08754,CUS_06366,VEH_01717,AGT_00124,2022-10-06 22:16:00,2022-11-05 18:16:00,Policy Holder,Suburban,flooding damage,38.388687,-1.155333,Yes,Yes,0,724.03,Taller García - Sevilla
CLM_05446,POL_09106,CUS_03528,VEH_01713,AGT_00098,2023-07-07 14:29:00,2023-07-24 12:29:00,Policy Holder,Urban,glass breakage,36.569551,-6.71399,Yes,Yes,7,1321.83,Reparaciones Rivera - Valladolid
CLM_05447,POL_00636,CUS_06945,VEH_08295,AGT_00113,2024-09-12 05:54:00,2024-10-01 20:54:00,Policy Holder,Urban,weather-related,43.285588,-0.346086,No,Yes,6,709.03,Carrocerías Ramírez - Vitoria
CLM_05448,POL_02820,CUS_06092,VEH_06027,AGT_00054,2023-04-29 07:15:00,2023-06-03 20:15:00,Third Party,Urban,mechanical failure,36.993488,-2.878365,Yes,No,2,4203.41,Garage Martínez - Madrid
CLM_05450,POL_09319,CUS_06945,VEH_04566,AGT_00163,2024-02-21 10:26:00,2024-02-24 14:26:00,Policy Holder,Highway,multi-vehicle pileup,42.627378,2.953166,No,No,3,4017.42,Auto Ortiz - Bilbao
CLM_05452,POL_06514,CUS_06857,VEH_08649,AGT_00135,2023-09-21 18:39:00,2023-10-27 09:39:00,Policy Holder,Highway,hit and run,40.04725,-1.922112,No,No,0,917.51,Garage Rivera - Zaragoza
CLM_05453,POL_03936,CUS_02014,VEH_00680,AGT_00049,2022-05-06 10:11:00,2022-05-27 12:11:00,Third Party,Urban,mechanical failure,43.355568,-4.490831,Yes,Yes,5,3436.57,Mecánica Medina - Elche
CLM_05454,POL_01846,CUS_05808,VEH_01005,AGT_00016,2022-10-09 05:30:00,2022-11-20 20:30:00,Policy Holder,Urban,weather-related,43.154346,-6.094047,No,Yes,5,2127.37,Taller Morales - Vigo
CLM_05455,POL_00424,CUS_05969,VEH_06297,AGT_00034,2024-06-22 02:18:00,2024-07-05 12:18:00,Third Party,Highway,theft attempt,37.323398,-8.413863,Unknown,No,6,5179.12,Chapa y Pintura Navarro - Hospitalet
CLM_05456,POL_06571,CUS_05498,VEH_03294,AGT_00088,2025-06-24 21:10:00,2025-07-15 23:10:00,Third Party,Suburban,theft attempt,42.922104,-2.665648,No,No,7,7303.72,Carrocerías Ruiz - Madrid
CLM_05457,POL_06156,CUS_04427,VEH_01148,AGT_00133,2024-03-13 09:37:00,2024-03-30 05:37:00,Policy Holder,Urban,pothole damage,39.659458,-6.840835,No,No,5,4248.44,Chapa y Pintura García - Murcia
CLM_05458,POL_04980,CUS_06243,VEH_04509,AGT_00096,2023-08-07 15:36:00,2023-08-26 05:36:00,Policy Holder,Rural,multi-vehicle pileup,42.07235,-5.693257,No,No,5,593.42,Reparaciones Ramírez - Madrid
CLM_05459,POL_08483,CUS_03605,VEH_00982,AGT_00105,2025-11-12 18:04:00,2025-12-23 06:04:00,Policy Holder,Urban,pothole damage,42.471785,0.401596,Yes,No,2,5319.06,Chapa y Pintura Castro - Las Palmas
CLM_05460,POL_00955,CUS_06723,VEH_02600,AGT_00035,2022-11-23 06:31:00,2022-12-08 14:31:00,Policy Holder,Urban,rear-end collision,40.14624,1.509311,No,No,4,3651.6,Mecánica Romero - Vigo
CLM_05461,POL_00079,CUS_01513,VEH_07255,AGT_00148,2024-05-02 02:38:00,2024-05-24 20:38:00,Policy Holder,Rural,bicycle involved,39.584297,-1.126383,Yes,No,0,13213.95,Chapa y Pintura García - Murcia
CLM_05462,POL_06844,CUS_06891,VEH_08116,AGT_00120,2025-10-28 15:29:00,2025-11-26 12:29:00,Policy Holder,Urban,single vehicle accident,40.08326,3.286643,Yes,No,6,3466.62,Garage Rubio - Gijón
CLM_05464,POL_02681,CUS_07081,VEH_00210,AGT_00048,2024-03-18 07:58:00,2024-03-20 09:58:00,Policy Holder,Suburban,parking damage,42.974023,-4.034403,Yes,No,5,6494.92,Mecánica Martínez - Palma
CLM_05465,POL_04929,CUS_07042,VEH_07854,AGT_00167,2025-07-25 13:22:00,2025-08-31 14:22:00,Policy Holder,Rural,single vehicle accident,37.443782,-5.748686,No,No,7,1724.68,Reparaciones Rodríguez - Palma
CLM_05467,POL_01744,CUS_02584,VEH_02822,AGT_00041,2025-05-05 16:57:00,2025-05-10 00:57:00,Third Party,Rural,single vehicle accident,36.71392,-6.74252,Yes,Yes,6,209.09,Mecánica Serrano - Las Palmas
CLM_05468,POL_04894,CUS_06830,VEH_03767,AGT_00125,2022-06-18 20:50:00,2022-07-10 08:50:00,Policy Holder,Rural,theft attempt,37.275958,3.009573,No,Yes,2,3113.55,Mecánica Martínez - Valencia
CLM_05471,POL_00770,CUS_01327,VEH_04954,AGT_00045,2024-07-16 01:39:00,2024-08-13 08:39:00,Policy Holder,Urban,single vehicle accident,39.11306,-2.272637,No,No,1,1067.26,Mecánica Ortega - Barcelona
CLM_05473,POL_08785,CUS_02403,VEH_08110,AGT_00015,2025-11-28 05:23:00,2025-12-21 17:23:00,Third Party,Highway,flooding damage,36.54201,-5.790031,Yes,No,1,951.83,Carrocerías Ortega - Vitoria
CLM_05474,POL_06332,CUS_00250,VEH_06741,AGT_00044,2023-12-08 09:35:00,2023-12-24 23:35:00,Third Party,Urban,side impact,36.812003,-7.62958,No,Yes,1,3142.24,Auto Sánchez - Coruña
CLM_05475,POL_09408,CUS_00949,VEH_01945,AGT_00066,2025-12-15 14:02:00,2026-01-03 01:02:00,Policy Holder,Suburban,vandalism,40.219183,-2.865248,Yes,Unknown,0,585.59,Garage Martínez - Madrid
CLM_05476,POL_00265,CUS_01387,VEH_08520,AGT_00118,2023-09-07 21:46:00,2023-09-16 20:46:00,Policy Holder,Parking,falling object,38.861028,-8.238308,Yes,No,5,1941.54,Taller Morales - Vigo
CLM_05477,POL_04025,CUS_03415,VEH_02415,AGT_00082,2024-10-20 22:30:00,2024-11-17 15:30:00,Third Party,Rural,rear-end collision,43.599245,-3.981606,No,Unknown,7,2549.96,Reparaciones Ortiz - Murcia
CLM_05478,POL_06684,CUS_02466,VEH_03405,AGT_00144,2025-06-21 07:24:00,2025-06-28 08:24:00,Policy Holder,Suburban,weather-related,40.578022,-3.699947,No,No,6,590.36,Chapa y Pintura Ortiz - Vigo
CLM_05482,POL_02754,CUS_03619,VEH_04450,AGT_00045,2025-10-07 00:03:00,2025-11-10 23:03:00,Policy Holder,Suburban,flooding damage,39.012528,-4.742904,Unknown,No,3,8185.65,Taller Ramos - Granada
CLM_05484,POL_03834,CUS_05035,VEH_00004,AGT_00149,2025-11-28 15:01:00,2025-12-06 16:01:00,Policy Holder,Rural,hit and run,39.607337,-0.163983,Yes,Yes,2,3867.23,Garage Rodríguez - Vigo
CLM_05486,POL_06623,CUS_05719,VEH_00579,AGT_00169,2024-02-16 17:37:00,2024-03-15 18:37:00,Policy Holder,Rural,flooding damage,42.015903,1.750016,No,No,4,599.04,Carrocerías Rivera - Elche
CLM_05489,POL_04746,CUS_04179,VEH_04200,AGT_00127,2025-02-20 23:07:00,2025-03-09 10:07:00,Policy Holder,Suburban,pothole damage,43.047735,-7.500078,No,No,7,11070.98,Carrocerías Castillo - Valencia
CLM_05490,POL_02640,CUS_06326,VEH_03335,AGT_00119,2022-04-28 23:12:00,2022-06-09 20:12:00,Policy Holder,Urban,multi-vehicle pileup,43.298304,-2.833209,Unknown,No,6,2709.88,Chapa y Pintura Medina - Bilbao
CLM_05491,POL_04305,CUS_05009,VEH_05895,AGT_00118,2022-08-18 11:27:00,2022-09-24 06:27:00,Policy Holder,Highway,weather-related,40.234575,-4.245217,No,Yes,5,3173.95,Chapa y Pintura Navarro - Valencia
CLM_05492,POL_05877,CUS_06061,VEH_02005,AGT_00089,2025-09-06 13:19:00,2025-10-03 16:19:00,Policy Holder,Highway,animal collision,39.055641,1.811302,Yes,No,0,3144.53,Garage Serrano - Coruña
CLM_05493,POL_00787,CUS_04852,VEH_02378,AGT_00130,2024-02-02 19:28:00,2024-03-03 20:28:00,Policy Holder,Urban,weather-related,39.096096,0.141013,No,Yes,2,2874.76,Taller Morales - Elche
CLM_05494,POL_06683,CUS_01152,VEH_03672,AGT_00010,2022-02-08 07:12:00,2022-02-12 19:12:00,Third Party,Rural,animal collision,41.839553,-2.734946,No,No,6,1014.48,Carrocerías Morales - Alicante
CLM_05495,POL_08872,CUS_05371,VEH_07989,AGT_00154,2024-01-15 02:54:00,2024-01-22 15:54:00,Third Party,Parking,flooding damage,38.66562,2.395636,No,No,4,1297.83,Taller Marín - Sevilla
CLM_05497,POL_07537,CUS_02837,VEH_00052,AGT_00108,2023-08-13 01:15:00,2023-08-27 03:15:00,Policy Holder,Urban,falling object,37.00222,1.892698,No,Yes,7,387.75,Taller González - Bilbao
CLM_05498,POL_04623,CUS_01989,VEH_05613,AGT_00081,2025-08-28 16:31:00,2025-10-06 15:31:00,Policy Holder,Highway,weather-related,38.134387,-1.711825,No,Yes,7,358.32,Auto Domínguez - Bilbao
CLM_05500,POL_05186,CUS_03129,VEH_03350,AGT_00150,2022-09-06 20:11:00,2022-10-18 05:11:00,Third Party,Rural,theft attempt,41.081763,-4.601149,No,No,0,5271.33,Carrocerías Díaz - Bilbao
CLM_05502,POL_07149,CUS_04856,VEH_00514,AGT_00112,2024-03-22 09:38:00,2024-04-23 15:38:00,Third Party,Rural,rollover,43.776732,0.884978,Yes,No,3,385.97,Reparaciones Núñez - Murcia
CLM_05503,POL_04814,CUS_05948,VEH_08141,AGT_00007,2022-09-10 10:13:00,2022-10-03 23:13:00,Policy Holder,Highway,side impact,41.781866,-6.488083,No,No,7,2109.34,Carrocerías Gil - Granada
CLM_05504,POL_05799,CUS_04460,VEH_07249,AGT_00036,2022-05-19 03:59:00,2022-06-10 16:59:00,Policy Holder,Urban,vandalism,41.369313,2.274125,Yes,No,5,7442.87,Taller Morales - Elche
CLM_05505,POL_03587,CUS_03935,VEH_08785,AGT_00132,2025-08-01 08:11:00,2025-08-07 14:11:00,Third Party,Parking,falling object,42.72146,-5.892332,No,Yes,6,1195.52,Auto Morales - Málaga
CLM_05506,POL_04613,CUS_00413,VEH_00319,AGT_00127,2024-09-02 22:29:00,2024-10-06 09:29:00,Third Party,Rural,side impact,43.179784,0.191843,Yes,No,7,1463.74,Mecánica Rivera - Madrid
CLM_05509,POL_03768,CUS_04889,VEH_04624,AGT_00159,2023-09-03 07:24:00,2023-09-27 14:24:00,Policy Holder,Urban,mechanical failure,39.511945,-7.587714,Unknown,Yes,1,1427.12,Auto Ruiz - Zaragoza
CLM_05510,POL_03386,CUS_00584,VEH_01748,AGT_00146,2025-09-05 10:49:00,2025-09-15 11:49:00,Policy Holder,Urban,frontal collision,37.289055,1.099186,Yes,Yes,2,10478.33,Taller Castillo - Vigo
CLM_05511,POL_07206,CUS_01190,VEH_00614,AGT_00106,2022-03-01 23:54:00,2022-04-04 19:54:00,Policy Holder,Urban,frontal collision,36.442235,-3.500412,Yes,Yes,1,2757.6,Taller Reyes - Gijón
CLM_05513,POL_07752,CUS_01390,VEH_01082,AGT_00067,2024-07-09 02:49:00,2024-07-28 22:49:00,Policy Holder,Urban,side impact,36.195211,1.705954,Yes,No,7,12245.63,Carrocerías Rivera - Hospitalet
CLM_05514,POL_02416,CUS_02408,VEH_00498,AGT_00050,2023-03-09 05:57:00,2023-03-21 05:57:00,Policy Holder,Urban,fire damage,38.25072,2.490979,No,No,1,387.52,Mecánica Medina - Bilbao
CLM_05515,POL_04594,CUS_02282,VEH_01662,AGT_00175,2025-12-17 02:01:00,2026-01-11 07:01:00,Policy Holder,Urban,single vehicle accident,39.813428,-6.693061,Yes,No,6,978.43,Carrocerías Martínez - Sevilla
CLM_05516,POL_04324,CUS_07063,VEH_06731,AGT_00030,2025-05-17 18:54:00,2025-06-13 19:54:00,Policy Holder,Rural,single vehicle accident,38.064746,-1.763461,Yes,Yes,7,679.91,Taller Álvarez - Elche
CLM_05517,POL_06288,CUS_01075,VEH_03970,AGT_00132,2022-10-12 06:47:00,2022-10-23 22:47:00,Policy Holder,Urban,falling object,36.577591,0.72012,Yes,Yes,5,530.59,Carrocerías Núñez - Madrid
CLM_05519,POL_09009,CUS_04645,VEH_04632,AGT_00101,2025-09-24 20:24:00,2025-10-19 21:24:00,Policy Holder,Urban,mechanical failure,36.392386,-4.853177,Yes,No,1,343.18,Taller Álvarez - Elche
CLM_05521,POL_03785,CUS_06723,VEH_02843,AGT_00097,2023-03-06 23:07:00,2023-04-17 05:07:00,Policy Holder,Suburban,frontal collision,41.173372,-5.422021,No,Yes,6,775.6,Carrocerías Núñez - Madrid
CLM_05522,POL_09414,CUS_00198,VEH_01320,AGT_00061,2023-02-26 11:15:00,2023-02-28 00:15:00,Policy Holder,Urban,hit and run,37.048168,-6.246951,No,Yes,2,3708.12,Carrocerías Gómez - Granada
CLM_05523,POL_03755,CUS_01706,VEH_01120,AGT_00055,2022-03-09 01:16:00,2022-03-19 03:16:00,Third Party,Parking,glass breakage,41.122864,1.801858,No,No,2,7856.08,Carrocerías Rivera - Valladolid
CLM_05526,POL_07907,CUS_04707,VEH_04245,AGT_00176,2023-11-23 15:32:00,2023-11-24 21:32:00,Policy Holder,Highway,pothole damage,41.767457,-1.031668,No,No,3,1764.33,Chapa y Pintura Jiménez - Valencia
CLM_05527,POL_04936,CUS_04472,VEH_04329,AGT_00102,2022-07-24 03:14:00,2022-08-12 10:14:00,Third Party,Urban,glass breakage,36.082116,-6.962816,Unknown,No,5,3262.63,Auto Jiménez - Zaragoza
CLM_05528,POL_05601,CUS_07006,VEH_05471,AGT_00172,2025-10-04 01:08:00,2025-11-10 20:08:00,Policy Holder,Parking,side impact,39.838314,-2.054221,Yes,Yes,6,2789.13,Taller Moreno - Palma
CLM_05529,POL_05114,CUS_01739,VEH_01133,AGT_00045,2025-11-17 13:03:00,2025-12-29 01:03:00,Policy Holder,Rural,glass breakage,37.821835,-9.281304,Yes,Unknown,6,2013.32,Garage Molina - Córdoba
CLM_05531,POL_07905,CUS_00791,VEH_01453,AGT_00095,2024-04-22 21:22:00,2024-05-17 04:22:00,Policy Holder,Suburban,weather-related,40.669737,-0.176519,No,No,4,1326.39,Carrocerías Iglesias - Elche
CLM_05532,POL_08093,CUS_06461,VEH_07016,AGT_00054,2022-02-26 23:05:00,2022-03-11 07:05:00,Policy Holder,Urban,falling object,37.3127,-6.435202,No,No,3,1477.37,Chapa y Pintura Moreno - Alicante
CLM_05533,POL_03568,CUS_06693,VEH_06631,AGT_00089,2024-05-10 18:28:00,2024-05-22 15:28:00,Policy Holder,Urban,single vehicle accident,42.274316,-0.932182,No,No,3,1375.73,Garage Gómez - Vigo
CLM_05535,POL_03517,CUS_04610,VEH_07167,AGT_00103,2024-02-12 22:41:00,2024-02-26 01:41:00,Policy Holder,Urban,glass breakage,36.289035,-4.187579,No,No,4,3146.81,Garage Serrano - Coruña
