vehicle_id,policy_id,license_plate,make,model,manufacture_year,vehicle_category,purchase_price_eur,color,odometer_km,driver_rating
VEH_05325,POL_03861,5872 JLP,Opel,Mokka,2016,Van,14894.14,Gris,213038,2
VEH_05326,POL_00920,8738 HJD,Citroën,Berlingo,2014,Sedan,16404.89,Blanco,265808,3
VEH_05330,POL_07139,6007 BFL,Chevrolet,Malibu,2012,Sedan,14379.49,Gris,139617,3
VEH_05331,POL_03738,5633 HHM,Skoda,Kodiaq,2015,SUV,17569.45,Negro,2174,2
VEH_05332,POL_01794,7442 YRD,Peugeot,508,2013,Utility,15353.14,Negro,1789,1
VEH_05333,POL_07312,0741 TPH,Renault,Clio,2016,Van,11612.09,Beige,168630,1
VEH_05335,POL_05778,5656 FHH,Renault,Kadjar,2008,Sedan,20286.67,Negro,184286,1
VEH_05336,POL_03186,8045 LJB,Lexus,ES,2019,Sport,18402.79,Blanco,109015,2
VEH_05337,POL_08212,3524 VFR,Kia,Ceed,2012,Coupe,11206.93,Gris,221900,1
VEH_05338,POL_02664,9734 ZCK,Jeep,Grand Cherokee,2020,Sedan,13692.83,Negro,243084,2
VEH_05339,POL_08445,9832 NCD,Lexus,ES,2009,Sedan,41549.67,Rojo,17842,4
VEH_05340,POL_06013,4409 BHP,Honda,Jazz,2024,Coupe,28253.05,Rojo,193834,1
VEH_05341,POL_04035,5823 KKY,Citroën,Berlingo,2013,SUV,21367.27,Verde,178202,2
VEH_05342,POL_07003,4012 ZKZ,Renault,Twingo,2009,Sport,11835.26,Blanco,65648,1
VEH_05343,POL_03691,3454 DXG,Toyota,Prius,2011,Sport,9026.86,Plata,203877,1
VEH_05344,POL_02466,8058 NVH,Suzuki,S-Cross,2022,SUV,9577.52,Negro,70635,2
VEH_05345,POL_01677,6579 YSC,Chevrolet,Equinox,2012,Van,5441.93,Rojo,80640,1
VEH_05346,POL_00483,7991 KHW,Renault,Clio,2019,SUV,17682.0,Beige,12857,1
VEH_05347,POL_08574,9199 FYY,Jaguar,I-Pace,2017,Utility,15241.05,Negro,64069,2
VEH_05348,POL_08447,6190 VVR,Suzuki,Swift,2005,Sedan,20202.9,Gris,230804,1
VEH_05349,POL_00737,1715 PDV,Jeep,Wrangler,2012,Sedan,22722.81,Plata,64332,2
VEH_05350,POL_03765,1825 CCC,Volvo,XC40,2020,Coupe,10551.03,Negro,208768,2
VEH_05351,POL_05666,7772 RBP,Jaguar,I-Pace,2021,Sedan,13430.03,Blanco,240081,4
VEH_05356,POL_00850,8861 HBZ,Kia,Ceed,2019,Sedan,44552.37,Blanco,45209,3
VEH_05357,POL_07318,9381 NHL,Hyundai,Kona,2007,Sedan,22124.21,Amarillo,60224,2
VEH_05358,POL_05760,6640 VWV,Porsche,Macan,2009,SUV,12135.81,Rojo,263274,2
VEH_05359,POL_03733,9738 HWL,Renault,Kadjar,2023,Sedan,36153.19,Blanco,169384,3
VEH_05360,POL_03126,2183 SKC,Skoda,Octavia,2010,Sedan,3734.97,Rojo,36489,1
VEH_05362,POL_02164,8907 BNL,Volvo,XC40,2017,SUV,5961.54,Azul,146549,4
VEH_05363,POL_03929,4357 XPP,Suzuki,Swift,2019,Sedan,28958.52,Blanco,174204,1
VEH_05364,POL_05066,8689 HXW,Ford,EcoSport,2014,Sport,24285.08,Blanco,104382,1
VEH_05365,POL_07869,9561 MXK,Honda,CR-V,2022,Sedan,11015.94,Negro,200536,2
VEH_05366,POL_01893,5019 RCK,Hyundai,Santa Fe,2007,Sport,9676.93,Gris,258637,2
VEH_05367,POL_04347,4134 VWL,Toyota,Auris,2008,Utility,38692.33,Verde,27430,2
VEH_05368,POL_00429,0005 MFY,Jaguar,XF,2011,Sedan,35261.41,Blanco,276855,2
VEH_05370,POL_02987,6936 NVX,BMW,X1,2016,Sedan,33443.37,Plata,30660,1
VEH_05372,POL_02873,7323 FYG,Jeep,Renegade,2020,Sport,8600.44,Negro,170805,2
VEH_05373,POL_01764,3903 PFB,SEAT,León,2016,SUV,13151.35,Blanco,236824,2
VEH_05374,POL_09114,0116 DCF,Mazda,MX-5,2017,Utility,13400.25,Blanco,203836,1
VEH_05375,POL_04176,7409 WDH,Hyundai,Santa Fe,2021,Coupe,24287.61,Azul,180917,2
VEH_05376,POL_03604,8726 VXJ,Kia,Sorento,2011,Van,14727.87,Negro,52231,1
VEH_05377,POL_07434,4840 LFZ,Volkswagen,Passat,2010,Sedan,9314.48,Gris,60055,4
VEH_05378,POL_00316,6450 YZW,Jeep,Cherokee,2005,Sport,13423.6,Blanco,213762,2
VEH_05379,POL_05129,8401 PLG,Dacia,Spring,2016,Sedan,20821.07,Blanco,269261,3
VEH_05380,POL_08469,7458 GTM,Kia,Ceed,2021,Sedan,20356.2,Gris,185369,2
VEH_05382,POL_07442,5648 BGF,Citroën,Berlingo,2011,Sedan,29569.75,Blanco,225155,3
VEH_05383,POL_01375,8718 TWR,Peugeot,3008,2024,Coupe,17242.76,Blanco,79549,2
VEH_05384,POL_02116,8787 SXH,Alfa Romeo,Giulia,2013,Sport,11428.0,Blanco,214145,3
VEH_05385,POL_03375,0020 KPN,Nissan,Qashqai,2021,SUV,26368.05,Plata,233047,1
VEH_05386,POL_08608,9833 SMJ,Mercedes-Benz,GLE,2021,Sedan,21374.88,Negro,94199,1
VEH_05387,POL_00875,1767 LSP,Mazda,Mazda6,2018,Sport,14466.22,Negro,151179,1
VEH_05388,POL_00498,7633 GXH,Honda,Civic,2023,Utility,11925.56,Gris,872,3
VEH_05389,POL_05136,0943 LLD,Fiat,Punto,2014,Sport,31119.04,Marrón,96157,1
VEH_05390,POL_07866,8876 BPS,Subaru,Legacy,2016,Coupe,16620.05,Azul,121435,1
VEH_05391,POL_00064,6201 BLY,Jeep,Compass,2016,Van,25334.14,Negro,236836,2
VEH_05393,POL_02850,0739 LFZ,Land Rover,Range Rover,2009,SUV,35107.39,Azul,277050,1
VEH_05395,POL_00197,0396 KYN,Jeep,Cherokee,2024,Sedan,22044.17,Naranja,10307,3
VEH_05396,POL_08950,2142 YRC,Citroën,C5 Aircross,2011,Utility,11445.92,Beige,268083,2
VEH_05397,POL_09066,9861 PLS,BMW,X3,2007,Coupe,83138.98,Beige,164193,1
VEH_05398,POL_02374,6084 CMZ,Subaru,XV,2021,Coupe,9833.67,Negro,254069,2
VEH_05399,POL_01105,1808 ZRB,Dacia,Spring,2022,Coupe,18361.9,Plata,17070,2
VEH_05400,POL_09076,0058 NZD,Mercedes-Benz,GLA,2018,Sedan,28727.35,Azul,131024,2
VEH_05402,POL_01652,5686 GVS,Fiat,500X,2023,Van,28151.84,Negro,114158,2
VEH_05403,POL_06918,9652 KVL,Citroën,C5 Aircross,2023,Sedan,31428.58,Blanco,134498,4
VEH_05404,POL_00434,1089 THC,Mitsubishi,ASX,2011,SUV,26403.01,Azul,99000,1
VEH_05405,POL_08820,7899 VJP,Dacia,Sandero,2019,Sedan,13969.46,Blanco,84432,1
VEH_05406,POL_06158,7861 KLJ,Mitsubishi,Eclipse Cross,2010,Sedan,9286.86,Negro,76474,2
VEH_05408,POL_08767,2707 GTY,Honda,Jazz,2005,Sport,48707.64,Blanco,205435,3
VEH_05409,POL_05483,8966 FCN,Suzuki,Vitara,2014,Sedan,31052.93,Blanco,156835,3
VEH_05410,POL_02717,2277 VTJ,Chevrolet,Trax,2018,Sedan,16390.82,Blanco,242954,3
VEH_05411,POL_09470,8153 KLJ,BMW,Serie 5,2021,Van,13047.32,Plata,123080,3
VEH_05412,POL_06262,4355 PPK,Hyundai,Tucson,2023,SUV,13293.58,Amarillo,249414,2
VEH_05413,POL_00500,5210 WSJ,Nissan,Micra,2008,Sedan,32838.09,Beige,6160,3
VEH_05415,POL_08519,4092 HFD,Volvo,XC40,2013,SUV,16794.87,Negro,225125,2
VEH_05416,POL_06523,7514 BSZ,Alfa Romeo,Giulietta,2010,Coupe,10133.45,Negro,64528,1
VEH_05417,POL_05186,0426 ZCD,Jaguar,XE,2020,SUV,18651.67,Blanco,61358,2
VEH_05418,POL_05314,6663 JFB,Peugeot,2008,2014,Utility,22476.16,Rojo,271490,2
VEH_05419,POL_01588,4057 CGL,Kia,Sportage,2006,Utility,10161.23,Verde,202755,2
VEH_05420,POL_00510,6739 DLP,Ford,Mondeo,2014,Sedan,19323.8,Blanco,22027,3
VEH_05421,POL_05859,4671 SCL,Audi,A6,2015,Sedan,25659.83,Negro,225746,3
VEH_05422,POL_01543,3505 WZM,BMW,Serie 1,2024,Utility,11789.95,Rojo,95145,3
VEH_05423,POL_04298,5883 TJL,Jeep,Cherokee,2014,Coupe,28235.16,Beige,229174,1
VEH_05424,POL_05427,0344 JSR,Kia,Sorento,2017,SUV,19310.04,Plata,261591,2
VEH_05425,POL_05068,0642 YVZ,Suzuki,S-Cross,2006,Sport,21853.52,Rojo,128037,2
VEH_05426,POL_08412,2025 ZDD,Audi,TT,2008,Sedan,13037.05,Gris,141703,4
VEH_05427,POL_04349,9831 FPJ,Chevrolet,Equinox,2015,Sedan,7216.66,Rojo,249730,2
VEH_05428,POL_03331,8875 YKC,BMW,Serie 5,2020,Sedan,14280.7,Blanco,136178,3
VEH_05429,POL_09315,5218 BJY,Kia,Ceed,2013,SUV,10489.57,Amarillo,176351,3
VEH_05430,POL_08067,7310 PYK,Renault,Kadjar,2024,Coupe,15072.91,Plata,183847,1
VEH_05431,POL_06767,9406 LRT,Honda,Accord,2023,Sedan,15905.75,Negro,212131,2
VEH_05432,POL_02906,3993 LSH,Mazda,CX-3,2024,SUV,26665.01,Blanco,260813,2
VEH_05433,POL_03092,1818 SLH,Mitsubishi,ASX,2022,SUV,15583.94,Azul,140400,1
VEH_05434,POL_08364,9979 ZCL,Citroën,C3,2015,Sedan,7066.42,Blanco,235657,3
VEH_05435,POL_04398,0018 ZXD,Skoda,Octavia,2009,Sport,15023.54,Plata,150241,4
VEH_05436,POL_08365,0168 WTM,Jeep,Grand Cherokee,2014,SUV,7696.38,Rojo,187799,1
VEH_05437,POL_07730,2644 KVG,Mazda,CX-3,2022,Van,11973.51,Negro,196045,2
VEH_05438,POL_09197,9656 CSW,Kia,Niro,2017,Sedan,21786.99,Negro,216226,2
VEH_05439,POL_00693,8858 TLX,BMW,Serie 3,2019,Sedan,61767.4,Verde,275870,3
VEH_05440,POL_04676,6985 ZGZ,Lexus,UX,2019,Utility,8903.2,Gris,167793,3
VEH_05441,POL_08257,3936 MWL,Lexus,RX,2008,Sedan,19518.45,Azul,77237,3
VEH_05442,POL_01666,3848 YJH,Jeep,Compass,2014,Coupe,9664.83,Negro,53801,1
VEH_05445,POL_06401,2284 GGW,Citroën,Berlingo,2024,Sport,13382.17,Gris,255027,2
VEH_05447,POL_09155,8914 KWM,Mazda,MX-5,2017,Sport,20279.93,Negro,133220,2
VEH_05449,POL_03690,0382 WTH,Honda,Jazz,2017,SUV,14819.75,Gris,214545,1
VEH_05450,POL_00267,3908 GPH,Ford,Kuga,2009,Van,56598.01,Verde,64074,1
VEH_05451,POL_04974,2276 MNT,BMW,X3,2012,Sedan,15986.66,Plata,136280,1
VEH_05452,POL_04851,1221 RXD,Kia,Rio,2005,Sedan,38277.67,Plata,227419,3
VEH_05453,POL_00716,6329 HGN,Ford,Fiesta,2007,Van,31390.28,Blanco,220454,3
VEH_05454,POL_01065,9989 BTJ,Skoda,Kodiaq,2010,Sedan,7711.93,Blanco,217211,1
VEH_05455,POL_00829,1613 SPR,Mitsubishi,L200,2008,Sedan,6600.07,Rojo,79533,1
VEH_05456,POL_02832,2158 BSM,Renault,Scenic,2023,SUV,23870.16,Azul,218363,2
VEH_05457,POL_00758,8422 CNT,Peugeot,308,2006,Sedan,21727.75,Gris,203184,2
VEH_05458,POL_01110,8108 BNP,BMW,Serie 3,2011,Sport,28422.64,Beige,171418,1
VEH_05459,POL_07180,6325 NJP,Volvo,XC90,2021,Sedan,13398.62,Verde,46150,2
VEH_05460,POL_09233,6935 PNH,Dacia,Duster,2005,Sport,30603.38,Plata,16191,1
VEH_05461,POL_03638,2288 PDP,Dacia,Jogger,2013,Sedan,37914.02,Negro,69047,3
VEH_05462,POL_07461,2248 YWK,Opel,Corsa,2014,Sedan,26725.99,Gris,246429,2
VEH_05464,POL_03078,3543 LPW,Hyundai,Tucson,2015,Utility,14700.57,Verde,158600,1
VEH_05465,POL_06479,6683 MKY,Kia,Sportage,2023,Sport,22941.46,Blanco,241695,1
VEH_05466,POL_01259,3404 GXJ,Subaru,Outback,2022,Utility,31650.87,Negro,34494,2
VEH_05468,POL_06912,3442 CGR,Porsche,Cayenne,2016,Sedan,8007.48,Gris,204998,2
VEH_05469,POL_06663,9060 HCT,Land Rover,Velar,2016,SUV,6365.99,Negro,268716,2
VEH_05471,POL_06484,9016 LYG,Toyota,RAV4,2010,SUV,11725.77,Verde,160761,1
VEH_05472,POL_09436,0058 ZXP,Honda,HR-V,2005,Sport,25811.85,Negro,141742,3
VEH_05474,POL_05149,1303 YGF,Mazda,Mazda3,2016,Sport,8831.8,Negro,215278,1
VEH_05475,POL_08755,8422 KRC,Mazda,Mazda6,2017,Sedan,17301.58,Blanco,258767,4
VEH_05476,POL_06143,7133 VLF,Dacia,Sandero,2008,Coupe,46525.13,Verde,159992,1
VEH_05477,POL_07624,9753 PYG,Suzuki,S-Cross,2005,Sport,31431.93,Gris,91455,2
VEH_05478,POL_03404,7334 ZDP,Ford,Mondeo,2021,Sedan,17118.02,Marrón,13705,2
VEH_05479,POL_08570,3398 KWF,Renault,Kadjar,2015,Coupe,25136.21,Gris,86362,1
VEH_05480,POL_02730,2921 VVT,Hyundai,Santa Fe,2022,SUV,16389.5,Blanco,275869,4
VEH_05482,POL_07529,7264 TRZ,Nissan,Qashqai,2024,SUV,10921.4,Negro,126745,3
VEH_05483,POL_06492,1855 TFC,Mazda,CX-3,2007,Van,18166.29,Negro,182487,1
VEH_05484,POL_04856,8199 CTS,Nissan,Leaf,2020,SUV,26013.43,Blanco,43295,2
VEH_05485,POL_01151,8827 JLN,Mercedes-Benz,GLC,2009,Sedan,11757.43,Blanco,144132,2
VEH_05486,POL_09112,0245 TWB,Suzuki,Swift,2018,Sedan,37899.39,Negro,33763,1
VEH_05487,POL_07113,8423 JZW,Peugeot,3008,2017,Utility,8033.23,Blanco,41601,3
VEH_05488,POL_02697,4195 SDL,Alfa Romeo,MiTo,2024,Sedan,54247.81,Blanco,16124,4
VEH_05489,POL_04890,8735 CYV,Toyota,C-HR,2019,Coupe,13411.86,Negro,77333,3
VEH_05490,POL_00857,3629 MWF,Volkswagen,ID.4,2016,Van,14071.15,Blanco,262455,2
VEH_05491,POL_04714,0463 PDC,Peugeot,508,2023,Van,7189.89,Plata,136826,3
VEH_05492,POL_01118,6189 FTS,Jeep,Cherokee,2009,Sedan,17254.36,Negro,117077,2
VEH_05494,POL_09069,0218 DYV,Opel,Astra,2009,Utility,26773.74,Negro,224107,1
VEH_05495,POL_00201,8419 RDK,Porsche,Panamera,2023,Sport,15788.87,Verde,95097,4
VEH_05496,POL_02392,2513 PHW,Honda,Civic,2023,Sport,21116.26,Blanco,40614,1
VEH_05497,POL_05443,6527 KTS,Lexus,RX,2024,Van,67295.01,Plata,240921,2
VEH_05498,POL_07387,1183 NPV,Subaru,Outback,2009,SUV,20137.58,Negro,112790,3
VEH_05499,POL_07638,9802 ZFR,Dacia,Logan,2022,Sedan,4240.68,Blanco,95265,3
VEH_05500,POL_01680,4782 LPW,Nissan,Leaf,2021,Sedan,6737.71,Plata,274030,2
VEH_05501,POL_07154,2229 KLV,Kia,Sorento,2010,Sedan,5404.81,Verde,181906,1
VEH_05502,POL_02041,4255 RPS,Honda,HR-V,2021,SUV,11546.48,Blanco,146652,3
VEH_05503,POL_08606,0561 JZM,Renault,Clio,2008,SUV,12762.9,Azul,74186,2
VEH_05504,POL_07783,3830 CWW,BMW,X1,2023,Sport,8738.5,Gris,66435,2
VEH_05506,POL_07851,0831 XKG,Audi,Q3,2020,SUV,23539.66,Blanco,267210,1
VEH_05507,POL_06847,0337 TVN,Toyota,Hilux,2018,SUV,12779.3,Negro,71710,2
VEH_05508,POL_06559,9730 WVH,Jaguar,E-Pace,2010,Coupe,18897.58,Negro,22731,1
VEH_05509,POL_09232,6046 MSW,Jaguar,I-Pace,2022,Sport,14897.31,Blanco,151319,1
VEH_05510,POL_04742,4376 SWY,Mercedes-Benz,GLC,2017,Sedan,18148.45,Negro,270554,4
VEH_05511,POL_01217,9843 MNC,Alfa Romeo,Tonale,2005,Sedan,46983.47,Plata,146866,1
VEH_05512,POL_04534,2033 TBK,Ford,Fiesta,2020,Sedan,21579.07,Azul,95194,1
VEH_05513,POL_08800,7004 TZV,Ford,Kuga,2024,Sedan,19566.14,Negro,217488,3
VEH_05514,POL_03026,3137 GVR,Renault,Scenic,2012,Coupe,18580.93,Negro,220211,1
VEH_05515,POL_03610,9541 VFW,Mazda,CX-5,2010,Sedan,12680.84,Gris,5359,2
VEH_05516,POL_05831,9751 FYX,BMW,X5,2024,Van,18771.12,Plata,12722,3
VEH_05517,POL_02991,1556 FSJ,Chevrolet,Malibu,2023,Sedan,25607.28,Verde,14618,1
VEH_05518,POL_03386,7098 RBL,Peugeot,5008,2018,SUV,6600.05,Marrón,39940,4
VEH_05519,POL_06778,2775 ZFK,Kia,Rio,2024,Sedan,13087.52,Marrón,132383,4
VEH_05520,POL_06498,1842 FDZ,Audi,A3,2011,Van,45294.78,Negro,129484,1
VEH_05521,POL_00903,0244 BSP,Fiat,Tipo,2008,Coupe,27711.43,Negro,74374,3
VEH_05522,POL_01875,3359 GGG,Subaru,Outback,2015,SUV,13553.11,Negro,154727,2
VEH_05523,POL_03584,4254 YBS,Land Rover,Range Rover,2006,Sedan,16174.36,Gris,137170,2
VEH_05524,POL_04667,6993 ZSD,Suzuki,Vitara,2016,Sedan,18434.54,Blanco,53442,2
VEH_05525,POL_07491,9287 YCF,Dacia,Duster,2023,Coupe,12228.16,Negro,271464,2
VEH_05526,POL_00619,6948 TFW,Land Rover,Velar,2024,Sedan,10390.96,Blanco,177886,2
VEH_05527,POL_02271,7709 SDM,Toyota,Camry,2021,Utility,26350.09,Plata,229339,1
VEH_05528,POL_02059,8212 ZVT,SEAT,León,2022,Utility,12404.1,Negro,255996,1
VEH_05529,POL_00493,2709 HPJ,Fiat,500X,2024,Sport,23493.24,Plata,212282,3
VEH_05530,POL_03381,4746 XMK,Kia,Rio,2024,Utility,17575.2,Blanco,67144,3
VEH_05531,POL_09368,8081 DSX,Ford,Kuga,2018,Sedan,20277.72,Gris,149901,3
VEH_05532,POL_07411,9162 RFZ,Mitsubishi,Outlander,2008,Sport,12825.59,Blanco,136019,2
VEH_05533,POL_07107,5830 YXH,Suzuki,S-Cross,2023,Sport,18931.13,Negro,21771,1
VEH_05534,POL_08162,5393 CYH,Mitsubishi,ASX,2014,Sport,19777.76,Azul,209749,3
VEH_05535,POL_07213,7041 HLJ,Lexus,ES,2023,Coupe,13322.07,Blanco,229361,2
VEH_05536,POL_06545,2405 LGD,Mitsubishi,Space Star,2017,Sport,5019.07,Rojo,66429,1
VEH_05537,POL_00893,0636 KVR,Jaguar,I-Pace,2015,Sedan,8177.4,Blanco,34762,3
VEH_05538,POL_07208,9533 MGZ,Hyundai,Tucson,2021,SUV,16806.39,Negro,210137,1
VEH_05540,POL_00046,6159 DKS,Volkswagen,Passat,2017,SUV,36685.94,Negro,268177,2
VEH_05541,POL_03553,3803 PGB,Jeep,Renegade,2024,Sedan,13944.17,Amarillo,102773,1
VEH_05542,POL_08634,7571 LRC,SEAT,León,2011,Sedan,17793.42,Plata,155953,3
VEH_05543,POL_06451,9654 LCX,Fiat,Punto,2015,Sport,12252.79,Plata,229261,3
VEH_05544,POL_05711,0615 DJH,Alfa Romeo,Giulia,2013,Sedan,42952.26,Blanco,252116,4
VEH_05545,POL_07382,8818 HBH,Fiat,Panda,2017,SUV,15655.89,Amarillo,1002,2
VEH_05546,POL_02208,2119 DHD,Volvo,V60,2018,Sport,14885.85,Plata,246177,2
VEH_05547,POL_02336,7621 JDF,Mazda,Mazda6,2021,Utility,12998.55,Azul,71073,2
VEH_05548,POL_07909,6541 DGW,Honda,HR-V,2011,Utility,11357.7,Negro,28584,2
VEH_05549,POL_07375,0300 CHP,Land Rover,Discovery,2020,SUV,2315.19,Plata,77970,2
VEH_05550,POL_09202,7559 PVH,Hyundai,i20,2009,Sport,22524.49,Blanco,8119,1
VEH_05551,POL_00201,1546 MLJ,Lexus,UX,2005,Van,14256.19,Gris,66330,2
VEH_05552,POL_04803,8017 HYG,Volkswagen,Touareg,2012,Utility,3972.13,Gris,178212,1
VEH_05553,POL_09244,3561 VWN,Jaguar,XF,2018,SUV,27252.57,Plata,126443,1
VEH_05554,POL_03216,3094 ZCV,Chevrolet,Equinox,2019,Sedan,10935.97,Rojo,212704,4
VEH_05555,POL_05937,7011 SLC,Kia,Rio,2007,Sport,15581.84,Marrón,78428,1
VEH_05556,POL_08808,5850 CSB,Porsche,Panamera,2020,SUV,20617.51,Gris,13086,1
VEH_05557,POL_06440,7187 LNN,Suzuki,Vitara,2010,SUV,13029.77,Gris,238857,3
VEH_05558,POL_05659,1383 GMB,Kia,Rio,2021,Sedan,16269.41,Negro,217928,1
VEH_05562,POL_08248,4642 DFB,Mazda,Mazda2,2021,SUV,22146.01,Beige,83410,3
VEH_05563,POL_00747,8534 MHZ,Audi,A1,2013,Van,15774.4,Blanco,226112,3
VEH_05565,POL_04975,5722 BXL,Alfa Romeo,MiTo,2007,Sedan,24553.88,Negro,107938,2
VEH_05566,POL_06081,0785 NWN,Ford,Mondeo,2013,Coupe,42096.57,Plata,78151,1
VEH_05567,POL_03657,8967 VLD,Ford,Focus,2013,Sedan,9437.39,Rojo,33915,2
VEH_05568,POL_03662,5251 RTC,Renault,Scenic,2019,Utility,7892.09,Blanco,136087,3
VEH_05569,POL_05882,0067 PJW,Kia,Ceed,2012,SUV,12744.45,Marrón,240830,3
VEH_05570,POL_03423,5939 HRM,Hyundai,Ioniq,2023,SUV,18679.22,Plata,155257,2
VEH_05571,POL_02446,0942 HWZ,BMW,Z4,2006,Coupe,14734.24,Amarillo,147406,1
VEH_05572,POL_00975,9045 TLN,Opel,Astra,2024,Sport,11140.55,Azul,119584,3
VEH_05573,POL_05035,6544 VNL,Opel,Mokka,2011,Sport,22055.15,Gris,162592,2
VEH_05574,POL_03092,0689 JTL,Honda,Civic,2007,Sport,18229.11,Negro,184442,2
VEH_05575,POL_06252,8926 HZS,Dacia,Logan,2012,SUV,37372.16,Plata,84720,1
VEH_05578,POL_01623,5473 KNB,Volvo,S60,2020,Sedan,72446.21,Azul,169866,2
VEH_05579,POL_00821,6135 PKP,Hyundai,Kona,2011,Utility,10790.39,Gris,71652,2
VEH_05580,POL_00495,0892 THJ,Lexus,NX,2020,Sedan,8234.06,Azul,19081,3
VEH_05581,POL_08490,9577 RRF,Lexus,NX,2022,SUV,6515.0,Blanco,57043,3
VEH_05582,POL_06073,0935 MFP,Suzuki,Ignis,2016,Coupe,22416.76,Blanco,103437,1
VEH_05583,POL_06388,1504 ZPY,Audi,Q5,2010,Utility,11000.69,Marrón,276749,4
VEH_05584,POL_03568,9892 DKP,Nissan,Navara,2024,Coupe,17601.76,Rojo,114860,4
VEH_05586,POL_06595,6183 LNG,Volvo,XC60,2010,Sport,21416.73,Negro,159053,3
VEH_05587,POL_03163,1893 GJM,Mercedes-Benz,Clase C,2020,Sedan,13766.18,Negro,276869,2
VEH_05588,POL_03028,2469 JJT,Opel,Astra,2009,Sport,18707.61,Rojo,152342,2
VEH_05590,POL_05769,7016 WHB,Volvo,V40,2017,SUV,20460.7,Rojo,15840,2
VEH_05592,POL_04627,4045 VNF,Porsche,Macan,2011,Utility,23659.8,Gris,112034,3
VEH_05593,POL_01393,6069 WZG,Volkswagen,Polo,2011,Van,29553.0,Rojo,49821,3
VEH_05594,POL_06294,0004 MGS,Renault,Megane,2017,Sedan,27168.35,Blanco,173114,1
VEH_05596,POL_04151,5520 JSJ,Jeep,Renegade,2017,Sedan,25738.77,Negro,98923,2
VEH_05597,POL_02277,5581 NHZ,Chevrolet,Spark,2024,Van,6518.99,Blanco,265956,1
VEH_05598,POL_06082,9777 MVT,Toyota,C-HR,2008,Sedan,31799.49,Azul,19708,3
VEH_05599,POL_02517,1813 KXM,Volkswagen,Polo,2008,Sport,10310.11,Rojo,46824,2
VEH_05600,POL_03157,0284 FRX,Hyundai,Kona,2005,Van,12283.44,Marrón,116635,1
VEH_05602,POL_07690,4282 KWT,Ford,Fiesta,2007,SUV,7707.04,Azul,210063,3
VEH_05603,POL_07443,4143 WZV,Volvo,V60,2020,Coupe,24581.65,Blanco,30957,3
VEH_05604,POL_03032,6751 SXJ,Mercedes-Benz,GLE,2019,Utility,49421.76,Blanco,176569,2
VEH_05605,POL_02558,3311 CLN,Volkswagen,ID.4,2006,Van,22081.35,Verde,16558,1
VEH_05606,POL_09376,8207 WHC,SEAT,León,2018,SUV,20688.8,Azul,56532,1
VEH_05607,POL_05327,8972 RYZ,Hyundai,Kona,2020,Sedan,12671.02,Verde,62017,1
VEH_05608,POL_06817,3346 BBH,SEAT,Ibiza,2016,Van,18492.36,Azul,229731,2
VEH_05609,POL_06361,8985 FFJ,Renault,Captur,2011,Van,33773.75,Blanco,163582,1
VEH_05610,POL_05222,3278 KCF,BMW,Serie 1,2014,Utility,30317.2,Negro,191771,3
VEH_05611,POL_03700,2897 KRW,Fiat,Panda,2018,Sport,20746.79,Rojo,256587,2
VEH_05612,POL_04537,1766 VDW,Ford,Mondeo,2014,Sport,12449.3,Negro,55994,1
VEH_05613,POL_07703,5171 RKR,Nissan,Juke,2014,Utility,17026.09,Gris,5322,3
VEH_05615,POL_06747,1391 JKF,Renault,Kadjar,2017,Coupe,41600.02,Rojo,276938,3
VEH_05616,POL_09053,4211 HYY,Volvo,XC60,2010,SUV,30392.07,Negro,11533,4
VEH_05617,POL_09450,1850 MKP,BMW,Serie 3,2021,Van,6545.16,Gris,156626,1
VEH_05618,POL_01793,3822 VMN,Jeep,Compass,2021,Sedan,29844.11,Blanco,37077,1
VEH_05619,POL_09211,4545 YMM,Ford,Mondeo,2014,Sedan,42682.19,Negro,25171,2
VEH_05620,POL_06588,3751 XNW,Lexus,NX,2008,Sport,9227.62,Verde,99342,2
VEH_05621,POL_01625,3136 YLH,Alfa Romeo,Giulietta,2017,SUV,27789.73,Negro,219157,1
VEH_05623,POL_05178,0943 HLP,Dacia,Logan,2009,Sedan,12726.12,Plata,1369,2
VEH_05625,POL_05340,6207 PNH,Honda,CR-V,2008,Utility,14951.9,Blanco,273793,3
VEH_05626,POL_07598,3893 KDH,Volkswagen,Polo,2015,Sedan,12809.88,Marrón,42515,1
VEH_05627,POL_07222,9186 VFJ,Land Rover,Range Rover,2011,Sport,18590.19,Blanco,17137,4
VEH_05629,POL_03207,6146 MNP,Subaru,Legacy,2014,Coupe,9608.49,Blanco,256676,1
VEH_05630,POL_06031,5657 BDP,Alfa Romeo,MiTo,2014,SUV,11720.46,Negro,209594,3
VEH_05631,POL_08705,5585 ZTB,Ford,Focus,2016,SUV,12434.9,Blanco,149842,4
VEH_05632,POL_06473,3636 NMY,Alfa Romeo,MiTo,2021,Sedan,9535.18,Gris,205234,1
VEH_05633,POL_01374,4876 YKL,Fiat,500,2018,Coupe,28575.65,Naranja,134642,1
VEH_05634,POL_06595,4731 SWN,Nissan,Juke,2010,Sedan,15024.57,Negro,260460,3
VEH_05635,POL_09399,2008 BXC,Fiat,Tipo,2012,Sedan,24199.47,Azul,36312,3
VEH_05636,POL_05201,9721 CDZ,Nissan,Qashqai,2018,Sport,91245.18,Azul,127093,3
